Date,Title,Lehrstuhl,Description,Link
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"05.08.16 Prof. Dr. Nadine Gatzert in den Vorstand der American Risk and Insurance Association (ARIA) gewählt worden
Prof. Gatzert ist für eine Amtszeit von drei Jahren in den Vorstand der American Risk and Insurance Association (ARIA) gewählt worden und wird von 2016 bis 2019 in dem internationalen Gremium tätig sein. Die ARIA ist die weltweit wichtigste akademische Vereinigung im Bereich Risk and Insurance und wurde 1932 gegründet.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"24.07.16 20th International Congress on Insurance: Mathematics and Economics, Atlanta
Dr. Alexander Bohnert, Christian Eckert (M.Sc. Math) und Johanna Eckert (M.Sc. Math) haben im Rahmen des 20th International Congress on Insurance: Mathematics and Economics in Atlanta mehrere aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"24.06.16 Johanna Eckert mit Fakultätsfrauenpreis ausgezeichnet
 Der diesjährige Fakultätsfrauenpreis der Rechts- und Wirtschaftswissenschaftlichen Fakultät der Friedrich-Alexander-Universität Erlangen-Nürnberg geht 2016 an Frau Johanna Eckert (M.Sc. Math.), wissenschaftliche Mitarbeiterin am Lehrstuhl für Versicherungswirtschaft und Risikomanagement. Sie erhält die Auszeichnung zur Förderung ihrer Dissertation.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"19.05.16 9th Conference in Actuarial Science & Finance, Samos
Christian Eckert (M.Sc. Math.) und Johanna Eckert (M.Sc. Math.) haben im Rahmen der 9th Conference in Actuarial Science & Finance im Mai 2016 auf Samos einem internationalen Fachpublikum zwei aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"11.03.16 Jahrestagung des Deutschen Vereins für Versicherungswissenschaft, Wien
Christian Eckert (M.Sc. Math.), Johanna Eckert (M.Sc. Math.), Thomas Kosub (M.Sc. FACT), Philipp Lechner (M.Sc. FACT) und Nikolai Vogl (M.Sc. Math.) haben im Rahmen der Jahrestagung des Deutschen Vereins für Versicherungswissenschaft im März 2016 in Wien einem internationalen Fachpublikum fünf aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"29.01.16 Dr. Alexander Bohnert als Schöller Fellow 2016 ausgezeichnet
Dr. Alexander Bohnert vom Lehrstuhl für Versicherungswirtschaft und Risikomanagement wurde zum Schöller Fellow 2016 ernannt. Das „Dr. Theo und Friedl Schöller Forschungszentrum für Wirtschaft und Gesellschaft“ fördert mit den Schöller Fellowships innovative Spitzenforschung im Bereich der Wirtschaftswissenschaften. Die Auszeichnung beinhaltet Mittel in Höhe von 20.000 Euro zur Förderung seines Forschungsprojekts im Bereich des Enterprise Risk Managements.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"03.01.2016 Annual Meeting of the Western Risk and Insurance Association (WRIA), Maui, Hawaii
Thomas Kosub (M.Sc. FACT) und Philipp Lechner (M.Sc. FACT) haben im Rahmen des Annual Meetings der Western Risk and Insurance Association (WRIA) in Maui (Hawaii) zwei aktuelle Forschungsarbeiten zu Risiken und Risikomanagement von Investitionen in Onshore und Offshore Windparks sowie zum Thema Enterprise Risk Management präsentiert.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"17.09.2015 BestMasters 2015: Auszeichnung des Springer Verlags für Johanna Eckert
Der Springer Verlag prämiert die Masterarbeit von Johanna Eckert zum Thema „Kreditportfoliomodellierung unter Berücksichtigung von Abhängigkeiten zwischen den Risikoparametern PD, LGD und EAD“ durch eine Publikation in der Reihe BestMasters 2015. Mit BestMasters zeichnet Springer die besten Masterarbeiten aus, die an renommierten Hochschulen in Deutschland, Österreich und der Schweiz entstanden sind, und fördert damit den wissenschaftlichen Nachwuchs. Die mit Höchstnote ausgezeichneten Arbeiten behandeln aktuelle Themen aus unterschiedlichen Fachgebieten der Naturwissenschaften, Psychologie, Technik und Wirtschaftswissenschaften.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"23.08.2015 International ASTIN, AFIR/ERM and IACA Colloquia, Sydney 
Christian Eckert (M.Sc. Math.), Thomas Kosub (M.Sc. FACT) und Nikolai Vogl (M.Sc. Math.) haben auf dem 2015 International ASTIN, AFIR/ERM and IACA Colloquia in Sydney mehrere aktuelle Forschungsarbeiten am Lehrstuhl für Versicherungswirtschaft und Risikomanagement vorgestellt, u.a. zum Thema Modellierung von operationellen Risiken und Reputationsrisiken, der Bewertung von Investitionen in Renewable Energy Projects unter Berücksichtigung von regulatorischen Risiken, zu Risiken und Risikomanagement von Investitionen in Onshore und Offshore Windparks sowie Cyber Risk Management.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"03.08.2015 3rd World Risk and Insurance Economics Congress, München
Maria Alexandrova (M.A.), Dr. Alexander Bohnert, Christian Eckert (M.Sc. Math.) und Nikolai Vogl (M.Sc. Math.) haben im Rahmen des 3rd World Risk and Insurance Economics Congress in München einem internationalen Fachpublikum aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement präsentiert. Die Forschungsarbeiten umfassten innovative Lebensversicherungsprodukte, die Modellierung von operationellen Risiken und Reputationsrisiken sowie die Bewertung von Investitionen in Erneuerbare Energien unter Berücksichtigung von regulatorischen Risiken.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"24.07.15 Vorlesung „Solvency II – Auswirkungen in der Versicherungspraxis“ im WS 2015/2016 
Herr Dr. Armin Zitzmann, Vorsitzender des Vorstands der NÜRNBERGER Versicherungsgruppe, hält am Lehrstuhl für Versicherungswirtschaft und Risikomanagement im kommenden Wintersemester 2015/2016 eine Vorlesung zu „Solvency II: Auswirkungen in der Versicherungspraxis“ (5 ECTS, Blockveranstaltungen). Anmeldungen bitte bis spätestens 16.10.2015 an Thomas Kosub (thomas.kosub{at}fau.de) (beschränkte Teilnehmerzahl). Weitere Informationen zu der Veranstaltung finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Versicherungen mal zwei – Katharina und Adrian über ihr duales Verbundstudium Versicherungen am Fachbereich Wirtschaftswissenschaften der FAU
Studieren und gleichzeitig einen Nebenjob, um über die Runden zu kommen? „Das geht noch besser“, dachten sich Katharina Kreklau (19) und Adrian Gauf (20) nach ihrem Abitur und entschieden sich für das Verbundstudium Versicherungen am Fachbereich Wirtschaftswissenschaften. Dieses duale Studium führt innerhalb von vier Jahren zu dem Berufsabschluss im Ausbildungsberuf „Kaufmann/-frau für Versicherungen und Finanzen“ sowie zum akademischen Grad „Bachelor of Arts“ (B.A.) im Fach Wirtschaftswissenschaften mit Schwerpunkt BWL… Link zum gesamten Erfahrungsbericht des Verbundstudiums Versicherungen an der FAU.
",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"19.03.15 Jahrestagung des Deutschen Vereins für Versicherungswissenschaft
Maria Alexandrova (M.A.), Dr. Alexander Bohnert, Dipl.-Kfm. Jörg Burkhardt, Christian Eckert (M.Sc. Math.), Udo Klotzki (M.Sc. Math) und Thomas Kosub (M.Sc. FACT) haben im Rahmen der Jahrestagung des Deutschen Vereins für Versicherungswissenschaft im März 2015 in Berlin fünf aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"20.12.14 Joint Conference Symposium on Finance, Banking, and Insurance & DGF-Jahrestagung, Karlsruhe
Dr. Alexander Bohnert hat im Rahmen der „Joint Conference of the 21st Annual Meeting of the German Finance Association and the 13th Symposium on Finance, Banking, and Insurance“ in Karlsruhe eine aktuelle Forschungsarbeit zum Thema „Dynamic Hybrid Products in Life Insurance“ vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"16.10.2014 Promotionspreis der Staedtler-Stiftung für Dr. Alexander Bohnert
Dr. Alexander Bohnert, wissenschaftlicher Mitarbeiter am Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Dr. Gatzert), wurde in einem feierlichen Rahmen am 16. Oktober 2014 am Hauptsitz der Staedtler-Unternehmensgruppe in Nürnberg mit dem Promotionspreis der Staedtler-Stiftung 2014 ausgezeichnet. Seine Dissertationsschrift beschäftigt sich mit dem Thema „Valuation and Risk Measurement in Traditional and Innovative Life Insurance“. Weitere Informationen dazu finden Sie bei FAU aktuell und der Staedtler-Stiftung.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"16.09.2014 SCOR/EGRIE Young Economist Best Paper Award 2014 
Die Forschungsarbeit „Convergence of Capital and Insurance Markets: Consistent Pricing of Index-Linked Catastrophic Loss Instruments“ von Prof. Dr. Nadine Gatzert, Nikolai Vogl, M.Sc. (Math.) und Prof. Dr. Sebastian Pokutta (Georgia Institute of Technology) wurde im Rahmen des 41. Annual Seminars der European Group of Risk and Insurance Economists (EGRIE) 2014 in St. Gallen mit dem SCOR/EGRIE Young Economist Best Paper Award der Konferenz ausgezeichnet.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"Interdisziplinärer Praxisworkshop im Master FACT: „Ideenwerkstatt Versicherungen: Entwicklung und Vermarktung innovativer Versicherungsprodukte“ 
Im Wintersemester 2014/2015 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement gemeinsam mit dem Lehrstuhl für BWL, insb. Versicherungsmarketing ein lehrstuhlübergreifendes Seminar zu dem Thema „Ideenwerkstatt Versicherungen: Entwicklung und Vermarktung von innovativen Versicherungsprodukten“ an. Das Seminar findet in Zusammenarbeit mit ERGO Direkt als Praxispartner statt. Das Ziel des Seminars ist es, innovative Produktideen mit einem abgestimmten Absatz- und Marketingkonzept für den deutschen Markt zu entwickeln, die dem aktuellen Zeitgeist einer jungen Zielgruppe entsprechen, die bei Bedarf unabhängig von Zeit und Ort abgeschlossen werden können, sowie im Idealfall einen attraktiven Zusatznutzen/Service bieten. Aufgrund der Besonderheit der neuen Produktkategorie (Small Protection Products) sind völlig neue Ansätze bei der Entwicklung und Vermarktung von neuen Versicherungsprodukten gefragt. Bei Fragen können Sie sich gerne an thomas.kosub{at}fau.de oder joerg.burkhardt{at}fau.de wenden. Teilnehmen können Studierende des Master FACT und Master Marketing (interdisziplinäre Gruppen). Anmeldung bitte bis spätestens 26.09.2014 ebenfalls an thomas.kosub{at}fau.de oder joerg.burkhardt{at}fau.de. Die Durchführung des Seminars erfolgt für FACT-Masterstudenten im Rahmen von „Aktuelle Fragen aus FACT“ (5 ECTS). Weitere Informationen zur Veranstaltung finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"04.08.14 Annual Meeting der American Risk and Insurance Association (ARIA), Seattle
Dr. Alexander Bohnert und Dipl.-Math. oec. Andreas Kolb haben im Rahmen der Jahrestagung der American Risk and Insurance Association (ARIA) in Seattle aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement zum Thema „Assessing Inflation Risk in Non-Life Insurance“ und „On the Management of Life Insurance Company Risk“ vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"17.07.14 18th Conference of the Asia-Pacific Risk and Insurance Association (APRIA), Mosow
Dr. Alexander Bohnert und Dipl.-Math. oec. Andreas Kolb haben im Rahmen der Jahrestagung der Asia-Pacific Risk and Insurance Association (APRIA) in Moscow aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement zum Thema „Assessing Inflation Risk in Non-Life Insurance“ und „Dynamic Hybrid Products“ vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"12.07.14 18th International Congress on Insurance: Mathematics and Economics, Shanghai
Christian Eckert (M.Sc. Math), Alexander Maegebier (M.Sc. IOS) und Nikolai Vogl (M.Sc. Math) haben im Rahmen des 18th International Congress on Insurance: Mathematics and Economics in Shanghai mehrere aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"17.05.14 Risk Theory Society Annual Seminar
Prof. Nadine Gatzert und Nikolai Vogl, M.Sc. (Math) haben im Rahmen des Annual Seminar der Risk Theory Society im Mai 2014 in München eine aktuelle Forschungsarbeit des Lehrstuhls für Versicherungswirtschaft und Risikomanagement zum Thema „Convergence of Capital and Insurance Markets: Consistent Pricing of Index-Linked Catastrophic Loss Instruments“ vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"25.03.2014 Highly Commended Paper Award Winner 2014
Die Forschungsarbeit „On the Relevance of Premium Payment Schemes for the Performance of Mutual Funds with Investment Guarantees“ von Prof. Dr. Nadine Gatzert, die 2013 im Journal of Risk Finance erschienen ist, wurde vom Editorial Board des Journal of Risk Finance als Highly Commended Paper 2014 gewählt (als eines der besten veröffentlichten Paper im JoRF im Jahr 2013) und im Rahmen der Literati Network Awards for Excellence ausgezeichnet.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"21.03.14 Jahrestagung des Deutschen Vereins für Versicherungswissenschaft
Dr. Alexander Bohnert, Dipl.-Math. oec. Andreas Kolb, Nikolai Vogl, M.Sc. (Math) und Alexander Mägebier, M.Sc. IOE haben im Rahmen der Jahrestagung des Deutschen Vereins für Versicherungswissenschaft im März 2014 in Stuttgart vier aktuelle Forschungsarbeiten des Lehrstuhls für Versicherungswirtschaft und Risikomanagement vorgestellt.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"03.02.14 Interdisziplinärer Praxisworkshop im Master FACT: „Entwicklung und Vermarktung von innovativen Versicherungsprodukten“ 
Im Sommersemester 2014 bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement gemeinsam mit dem Lehrstuhl für Versicherungsmarketing ein lehrstuhlübergreifendes Seminar zu dem Thema „Entwicklung und Vermarktung von innovativen Versicherungsprodukten“ an. Das Seminar findet in Zusammenarbeit mit der NÜRNBERGER Versicherungsgruppe als Praxispartner statt. Ziel des Seminars ist es, erfolgreiche Positionierungsstrategien z.B. für die Zielmärkte „Studenten/angehende Akademiker“ oder „Beamte“ zu entwickeln. Zu Erarbeiten ist hierbei ein ganzheitliches Marktbearbeitungskonzept (Produkt/Preis, Vermarktung/Markenauftritt, Vertrieb), welches den Bedürfnissen der Zielgruppe gerecht wird. Ebenso relevant sind hierbei spezifische auf den Bedarf der Zielgruppe abgestellte, innovative Produktlösungen. Bei Fragen können Sie sich gerne an joerg.burkhardt{at}fau.de wenden. Teilnehmen können Studierende des Master FACT und Master Marketing (interdisziplinäre Gruppen). Anmeldung bitte bis spätestens 21.03.2014 ebenfalls an joerg.burkhardt{at}fau.de. Die Durchführung des Seminars erfolgt für FACT-Masterstudenten im Rahmen von „Aktuelle Fragen aus FACT“ (5 ECTS). Weitere Informationen zur Veranstaltung finden Sie hier.",NA
NA,NA,Lehrstuhl für Versicherungswirtschaft und Risikomanagement,"03.11.13 Emerging Fields Projekt „Sustainable Business Models in Energy Markets“ bewilligt worden 
Die FAU fördert ab 2014 das universitätsweite Emerging Fields Projekt „Sustainable Business Models in Energy Markets: Perspectives for the Implementation of Smart Energy Systems“, das von Frau Prof. Gatzert koordiniert wird und gemeinsam mit Professoren des Fachbereichs Wirtschaftswissenschaften sowie von der Technischen und Naturwissenschaftlichen Fakultät durchgeführt wird. Die Liberalisierung des Energiemarktes sowie der zunehmende Ausbau erneuerbarer Energien stellen neue Anforderungen an unser Energiesystem im Hinblick auf den Ausbau von Netzen, die Produktion, Verteilung sowie zukunftsweisende Stromspeichertechnologien. Eine erfolgreiche Transformation hin zu einem „Smart Energy System“ hängt dabei wesentlich von adäquaten Investitionsanreizen und der Attraktivität der Geschäftsmodelle der beteiligten Stakeholder ab. Diese sollen im Rahmen des Forschungsprojekts „Sustainable Business Models in Energy Markets: Perspectives for the Implementation of Smart Energy Systems“ interdisziplinär und unter Berücksichtigung der institutionellen und technologischen Rahmenbedingungen analysiert werden. Ziele des Forschungsprojekts sind die Generierung von neuen und dringend erforderlichen Erkenntnissen zur Interaktion zwischen Geschäftsmodellen und Regulierung unter Berücksichtigung der technischen Referenzmodelle sowie die Ableitung von Empfehlungen für politische und regulatorische Rahmenbedingungen zur Sicherstellung eines erfolgreichen Ausbaus des Energiesystems.Weitere Informationen finden Sie hier.",NA
